Date,Confirmed,Deceased,Recovered
2020-03-14,7,1,1
2020-03-15,0,0,1
2020-03-16,0,0,0
2020-03-17,1,0,0
2020-03-18,2,0,0
2020-03-19,4,0,1
2020-03-20,6,0,2
2020-03-21,7,0,0
2020-03-22,0,0,0
2020-03-23,3,0,0
2020-03-24,0,0,1
2020-03-25,5,0,0
2020-03-26,1,0,0
2020-03-27,4,0,0
2020-03-28,9,0,0
2020-03-29,23,1,0
2020-03-30,25,0,0
2020-03-31,23,0,0
2020-04-01,32,0,0
2020-04-02,141,2,2
2020-04-03,93,2,0
2020-04-04,59,0,8
2020-04-05,58,1,0
2020-04-06,22,0,0
2020-04-07,51,2,4
2020-04-08,93,0,1
2020-04-09,51,3,4
2020-04-10,183,2,2
2020-04-11,166,5,0
2020-04-12,85,5,1
2020-04-13,356,4,3
2020-04-14,51,2,0
2020-04-15,17,2,10
2020-04-16,62,6,11
2020-04-17,67,4,20
2020-04-18,186,1,135
2020-04-19,110,2,83
2020-04-20,78,2,141
2020-04-21,75,0,180
2020-04-22,92,1,113
2020-04-23,128,2,84
2020-04-24,138,3,49
2020-04-25,111,1,12
2020-04-26,293,0,8
2020-04-27,190,0,0
2020-04-28,206,0,201
2020-04-29,125,2,14
2020-04-30,76,3,2
2020-05-01,223,2,73
2020-05-02,384,3,89
2020-05-03,427,0,106
2020-05-04,349,0,69
2020-05-05,206,0,37
2020-05-06,428,1,74
2020-05-07,448,1,389
2020-05-08,338,2,89
2020-05-09,224,0,0
2020-05-10,381,5,49
2020-05-11,310,0,60
2020-05-12,406,13,383
2020-05-13,359,20,346
2020-05-14,472,9,187
2020-05-15,425,8,473
2020-05-16,438,6,408
2020-05-17,422,19,276
2020-05-18,299,12,283
2020-05-19,500,6,265
2020-05-20,534,10,442
2020-05-21,571,18,375
2020-05-22,660,14,330
2020-05-23,591,23,370
2020-05-24,508,30,273
2020-05-25,635,15,231
2020-05-26,412,12,183
2020-05-27,792,15,310
2020-05-28,1024,13,231
2020-05-29,1105,82,351
2020-05-30,1163,18,229
2020-05-31,1295,57,403
2020-06-01,990,50,268
2020-06-02,1298,33,497
2020-06-03,1513,59,299
2020-06-04,1359,44,356
2020-06-05,1330,49,417
2020-06-06,1320,53,349
2020-06-07,1282,51,335
2020-06-08,1007,62,358
2020-06-09,1366,31,504
2020-06-10,1501,79,384
2020-06-11,1877,101,486
2020-06-12,2137,129,667
2020-06-13,2134,57,1547
2020-06-14,2224,56,878
2020-06-15,1647,73,604
2020-06-16,1859,437,73
2020-06-17,2414,67,957
2020-06-18,2877,65,3884
2020-06-19,3137,66,2228
2020-06-20,3630,77,7725
2020-06-21,3000,63,1719
2020-06-22,2909,58,3589
2020-06-23,3947,68,2711
2020-06-24,3788,64,2124
2020-06-25,3390,64,3328
2020-06-26,3460,63,2326
2020-06-27,2948,66,2210
2020-06-28,2889,65,3306
2020-06-29,2084,57,3628
2020-06-30,2199,62,2113
2020-07-01,2442,61,1644
2020-07-02,2373,61,3015
2020-07-03,2520,59,2617
2020-07-04,2505,81,2632
2020-07-05,2244,63,3083
2020-07-06,1379,48,749
2020-07-07,2008,50,2129
2020-07-08,2033,48,3982
2020-07-09,2187,45,4027
2020-07-10,2089,42,2468
2020-07-11,1781,34,2998
2020-07-12,1573,37,2276
2020-07-13,1246,40,1344
2020-07-14,1606,35,1924
2020-07-15,1647,41,2463
2020-07-16,1652,58,1994
2020-07-17,1462,26,1608
2020-07-18,1475,26,1973
2020-07-19,1211,31,1860
2020-07-20,954,35,1784
2020-07-21,1349,27,1200
2020-07-22,1227,29,1532
2020-07-23,1041,26,1415
2020-07-24,1025,32,1866
2020-07-25,1142,29,2137
2020-07-26,1075,21,1807
2020-07-27,613,26,1497
2020-07-28,1056,28,1135
2020-07-29,1035,26,1126
2020-07-30,1093,29,1091
2020-07-31,1195,27,1206
2020-08-01,1118,26,1201
2020-08-02,961,15,1186
2020-08-03,805,17,937
2020-08-04,674,12,972
2020-08-05,1076,11,890
2020-08-06,1299,15,1008
2020-08-07,1192,23,1108
2020-08-08,1404,16,1130
2020-08-09,1300,13,1225
2020-08-10,707,20,1070
2020-08-11,1257,8,727
2020-08-12,1113,14,1021
2020-08-13,956,14,913
2020-08-14,1192,11,790
2020-08-15,1276,10,1143
2020-08-16,652,8,1310
2020-08-17,787,18,740
2020-08-18,1374,12,1146
2020-08-19,1398,9,1320
2020-08-20,1215,22,1059
2020-08-21,1250,13,1082
2020-08-22,1412,14,1230
2020-08-23,1450,16,1250
2020-08-24,1061,13,1200
2020-08-25,1544,17,1155
2020-08-26,1693,17,1154
2020-08-27,1840,22,1130
2020-08-28,1808,20,1446
2020-08-29,1954,15,1449
2020-08-30,2024,22,1249
2020-08-31,1358,18,1507
2020-09-01,2312,18,1050
2020-09-02,2509,19,1858
2020-09-03,2737,19,1528
2020-09-04,2914,13,1751
2020-09-05,2973,25,1920
2020-09-06,3256,29,2188
2020-09-07,2077,32,2411
2020-09-08,3609,19,1756
2020-09-09,4039,20,2623
2020-09-10,4308,28,2637
2020-09-11,4266,21,2754
2020-09-12,4321,28,3141
2020-09-13,4235,29,3403
2020-09-14,3229,26,3374
